kcg-character	/synth3840/kcg-chibi-character-reference/	235 	kcg-chibi-character-reference
kcg-character	/synth3840/kcg-character/	119 	kcg-character
kcg-character	/synth3840/kcg-character-armour/	174 	kcg-character-armour
kcg-character	/synth3840/kcg-character-sexy/	18 	kcg-character-sexy
kcg-character	/synth3840/kcg-reference-character/	13 	kcg-reference-character
